X,Y
1.7846854628457018,9996.041921355209
1.4749159924929491,9996.246372236705
4.706883758136057,10005.462431933967
0.5801716026975257,10004.77875638253
3.9040349061918174,10004.013383637683
4.132606075467839,10001.522228306792
5.581624092728761,10006.533085681698
10.106942031615233,10002.529506748986
5.36441706495169,10012.992335016874
9.050630832346966,10007.054262167092
9.49947076957254,10010.708836513732
9.549240950012722,10011.036805204669
13.74570732920617,10007.02208431318
11.912887925675928,10008.642446285208
12.383089154631511,10011.20652594254
13.975099035995292,10018.684141992882
15.747415711206237,10017.53092891109
16.711051158511665,10015.48773259706
16.591341198921626,10018.911012381079
20.118987620644752,10017.81937197251
20.624731515887692,10020.192680540289
21.036347829018965,10025.496574806004
23.921082540334424,10024.108457471035
22.040731048724265,10019.942705702766
23.216124752120066,10023.805430859938
26.1262957559869,10023.521187320699
25.988806950697274,10023.34400796731
26.929004749700194,10029.101494992583
26.937093395309276,10020.577690867998
33.03197828238607,10032.57530489598
30.171735974312796,10032.792297030881
30.416375552776756,10035.7655738069
33.946969169076326,10031.90766122461
33.944730274270015,10030.030207465794
34.68227615856505,10035.145634946864
34.64800097681237,10037.308925318994
35.23102961165907,10034.720746430869
36.36014282832494,10035.135167011336
37.137876109827765,10041.022172083154
38.260212341174366,10039.909161459876
38.09871753926672,10040.50044481177
39.59185630667777,10036.641940109432
40.667686800229404,10044.030257268367
46.014828694323775,10042.257912220455
47.240010193166135,10047.434547025829
46.084131771735926,10046.176351215689
43.78382794214337,10045.633482860552
45.468851623151515,10042.68213567752
51.095930783721585,10049.140789314759
49.738620840838664,10045.913448138457
48.74993569110565,10046.638805662053
49.78931337147005,10053.180356839244
52.06838187863986,10054.155078064005
52.983353342318146,10048.4519269348
51.40689779146379,10053.804180442277
54.71247519652722,10058.419027571017
56.66162860149988,10057.715692384787
57.95994590235444,10054.139468031424
58.76122376448723,10055.843240968028
61.05791784164994,10058.859607706616
58.20818849298788,10061.738730259207
62.930024652882935,10064.025786064694
63.140270465912394,10059.960529421322
65.31279083143262,10059.80034607192
63.59093023971474,10063.837857265085
66.65743962252756,10069.070929073303
64.43510279773054,10062.856021863856
66.51755095030254,10065.709495370493
69.89518451349032,10066.018272038145
71.89682588279904,10068.678984424167
67.80894632906156,10070.300655686857
69.50436271003821,10070.827858969578
73.19633951163821,10071.57686205712
73.42992972218026,10076.236121123242
75.48294867042272,10072.526682257838
71.94576387191299,10074.196801964354
75.4769898430451,10080.426043486525
75.33062266487345,10071.81650159917
77.80591179966913,10083.475410618345
79.86998972151554,10079.115031413015
80.32192202586279,10079.412205878165
81.54559759122922,10082.56261554936
81.99009491468888,10079.82800562743
82.20633403913519,10083.973927110494
81.31737087232722,10087.803996199587
84.46847243256921,10083.902591931193
86.47301589278614,10089.2547192628
86.26768876758933,10087.592012224193
91.13167646903449,10091.417591599815
87.25585287366314,10085.436235717078
90.25995256893454,10087.718003249998
87.11529221128993,10092.927789343055
92.99100344248279,10093.858852546377
94.62437580785556,10086.096742448366
93.87249368957325,10094.87328104245
96.51618486060184,10096.130341214548
97.49607645828151,10091.449079555257
97.66118570429387,10097.910912811358
99.35092017614885,10100.780106470658
99.20659898990183,10097.283173268088
99.61051332937743,10106.307909922085
100.89847993215254,10100.474051910915
101.05671648705442,10105.314666372027
102.34293444826164,10100.192130501879
104.34248250390921,10104.12170288244
102.39988914462099,10096.036682657696
105.98492096903807,10105.166268563902
106.7658251138202,10103.513295322227
109.39295158596313,10106.532573621927
106.93735110826901,10102.00276345562
109.42004926399045,10115.312241772284
114.33713807074759,10105.351103259138
110.38229875007453,10111.990957835022
111.69811194661138,10113.31744646339
111.40714095996984,10112.138075632085
115.868891389303,10116.591066908057
118.19319258146554,10118.986756332168
117.58917437444019,10115.522230490991
116.95415470996168,10122.73998166483
119.54293841805159,10120.562398346448
120.41200916243213,10118.545794383488
121.05750186304422,10124.967457075227
122.15684808988371,10127.55714096956
122.18723098586158,10121.943766208473
125.43688399325659,10123.305107799471
125.27657427055675,10125.239300779816
125.58019565711044,10131.3555688124
128.72541158220818,10126.859422566691
126.51022646424538,10125.346271101094
128.22504167794898,10134.583274570585
134.90703631275133,10129.931470971787
131.36754276788335,10131.804389211324
130.95576901487004,10131.309412808063
133.4086101342155,10132.729873456487
132.99337482509577,10138.098213250243
133.7089635489412,10139.453921226439
135.23622537005585,10133.725407242908
138.8885524948463,10132.97342557216
138.41262998461298,10140.803518977897
136.27645017409372,10145.700323880104
137.18122277523244,10138.858103063612
139.6398678311545,10140.69796535232
143.27326104081857,10144.253856226134
143.9341937845123,10141.997045762124
143.09646806336573,10145.032424547111
144.53437123202332,10143.50428856242
143.50047431870397,10148.389478769128
150.5001500975568,10146.278799484622
147.64890562715397,10147.943404603024
151.04822890878503,10149.403132033452
151.97536506047717,10150.18364082611
152.36562826465064,10155.624037650878
151.42886442881738,10148.032116686647
153.44440264938876,10154.76899171411
154.699540500219,10152.513687493116
154.16363102831366,10157.325082494872
155.16932385572622,10156.502456159127
156.6171850512363,10158.668412909814
157.34110991748148,10159.799613410547
160.06230564030568,10158.727868364876
160.229032891829,10161.184796902473
159.47568710247668,10158.368766427368
163.99610712798815,10165.035049261225
163.15390246463795,10165.58387634958
166.50578095052379,10162.072014653579
161.92903473207957,10162.361436759229
168.69242740675077,10171.243012627883
168.2428744751298,10163.179751430354
167.2783801122965,10166.52259534267
167.7943609092274,10163.858062204188
172.03945490576908,10176.120543017543
171.07243573780318,10171.098418062164
173.28710838463422,10172.175247970401
173.62425477607522,10171.191735889593
176.26997543087828,10181.431250232701
172.36958011707276,10174.578331091025
176.6015613802364,10178.574848584538
175.77518009610807,10175.844062670314
179.7382466359538,10185.873013230577
180.7833353790763,10180.306734630933
180.74078129966523,10181.497775977976
180.8959785856069,10179.783850144824
181.0333810998036,10183.638098347728
183.37060872224555,10178.32538598346
185.57167743181165,10184.314267957434
182.73645351567941,10186.259887580574
185.59606029748247,10188.653133359876
183.94403539902223,10189.0871824242
189.51708100399088,10184.155378779484
189.63369216180124,10189.735684101628
186.4782240939098,10187.043079792345
193.7261255315106,10189.255879661467
192.24475113228695,10189.800686618604
192.99772002172696,10199.029191902293
195.7729991681424,10193.27649996069
196.3250768413204,10194.962121733915
192.80832494105977,10194.904050085692
195.9008091622015,10194.082383854313
199.5561208885164,10196.673577124488
196.37475216666968,10201.94515468123
200.94228556304952,10197.802641704397
202.36082701071865,10202.948030214533
203.38669619555543,10198.206658745246
202.39465102160986,10197.648933142467
203.4198045805537,10201.11934862864
205.10874350381323,10202.982993323882
204.70153777550718,10207.703917281957
206.67306337620244,10210.577142706528
206.08956714706804,10210.315771207228
208.9691775423741,10209.163911212354
207.81895068247417,10210.113489371772
212.4935286464038,10205.77881872471
211.5505514109176,10211.708035573014
211.69736211322657,10215.02779166144
214.66832553617112,10219.688361499755
215.24053506145978,10219.647582383825
215.93269638617593,10210.340521926717
216.4334195021697,10217.595233955772
216.82831979371394,10216.585755407852
215.98154916876666,10218.539905420526
219.63331896577236,10218.062530316538
222.5478789885985,10217.295630925728
219.9405732827325,10219.881754435584
223.183477430242,10224.101935241604
223.63783336912346,10223.159907213989
226.90347317875185,10232.451296790647
227.487011173059,10231.005265443146
227.49463170635147,10225.786667412493
229.70316831967818,10224.473977607917
228.4365514742592,10229.207133399717
231.06884959766393,10234.47601010287
232.34328499427625,10230.349011991457
234.9898878070032,10231.75027040627
232.5766922990926,10226.918521239653
234.49272161171595,10231.451805994293
235.0340805258568,10238.189827963226
234.2051398050152,10233.94673942567
235.65058221064558,10232.919038221711
239.73001243966144,10235.459998079408
237.2556087514195,10240.051677045522
238.41371488569604,10239.382683683425
240.02822263020775,10242.122088644413
244.5694251630795,10241.775711644952
241.6702792540849,10241.011655450744
244.81361530205777,10246.555952186041
245.90537721417857,10242.038983679093
246.32194063948646,10253.87224127602
246.83262084374064,10247.208817448593
248.14652586284666,10252.83074847918
249.25976474278616,10250.57082483225
250.37196378475943,10251.304796914634
252.24547248061867,10252.189305474994
252.64706455338785,10248.87448399814
251.3954725614165,10252.84392600469
254.47963119849578,10255.294362247572
256.07475130889253,10251.210313250023
253.85839369583684,10255.375210540558
256.7390273963609,10260.562486084107
259.8076895125984,10263.630017420635
258.042110839637,10263.088584941555
259.91669272663063,10259.91301598926
260.7361934741028,10257.623802008637
261.7783882543295,10266.427082838632
263.2036710251282,10262.027313006107
262.7005535582128,10262.324980342608
263.471230587447,10271.357645747115
264.6917820280764,10267.966821821045
265.8820230721356,10271.370926807747
269.19395394891075,10270.22883618111
269.8391240993226,10268.768953522045
269.72899242534186,10270.995732831503
272.62200428055,10276.045095880207
273.02776769490015,10274.673767465481
271.7416606952905,10275.652736646765
275.6171470350439,10268.986191312726
275.91589790602717,10277.13621444463
276.81720527132666,10275.982692724858
