A,B,C,Y
6.267674653646392,4.133779746186954,9.139669295355938,1
5.300688728400931,5.296138110540868,9.292561059360297,1
8.021248126098902,8.524750492296825,8.522875793530668,0
6.169989014432327,6.980480150594284,8.785346157773978,0
6.140172976132495,7.562091788984512,10.648551089995607,0
6.107353326487116,7.838801680458762,8.713615084604827,0
5.696082369481693,4.43709593970886,9.120253795731742,1
7.086464406524287,5.857533270922632,8.169831135977292,0
7.316658895156654,6.1047330525235335,9.089729117444652,0
4.139385256001762,5.884322907431484,10.491177283476684,1
6.977640627977151,6.5995300228756,9.872578989731725,0
5.220224177491622,5.4481111019616115,9.154909444265241,1
6.959614792116384,8.64897360602005,8.414156252626386,0
5.794947253108105,3.9077864858576126,12.08651464184385,1
3.4541991528497675,4.936268945285486,9.810356341077945,1
7.524850945250071,7.954617443303557,6.547080137199462,0
3.751611626477688,4.895423808009532,10.695895744958072,1
6.15479435850128,7.328753869163181,8.987335401081099,0
5.202883907645786,9.286126248452188,8.690631221601356,0
6.193821788046543,8.049061692373103,8.403913665412338,0
3.8534247446247747,5.567930596573053,10.423871352093006,1
7.685416447685581,7.413340203560012,9.861046242406072,0
7.603035910126699,8.314431933752472,9.3331145504715,0
6.220222478276684,4.815400167408662,10.446674362298706,1
4.850320811543061,5.668521100463089,11.969333150618048,1
6.20273021450687,8.28267571224842,8.17390256815268,0
7.505381902752918,9.217940900801347,7.059319035635107,0
3.4087836177882007,5.595189264124598,10.2733337915248,1
6.628040059161245,6.906696091231,9.22445073469377,0
4.87251838907807,5.699435666601287,9.264749539971692,1
3.601075013346927,6.0182231587385395,10.21290878678854,1
7.4034916417908,8.593578523237067,7.905088154258959,0
7.777052993144052,4.385432219394648,10.554050439136786,1
7.1759278924598435,8.63898595369321,10.020152644515353,0
7.485177553662546,9.287126933203115,7.4735723006264365,0
6.482510177538025,9.493222800654054,8.071355724620648,0
5.802526680762102,4.502236351238257,8.975699587618784,1
7.081083205797926,11.432663431795559,8.2524737314204,0
6.652279194355572,5.01011814239118,10.14742567268097,1
5.850277211858858,8.425622579611037,8.373392555402948,0
2.9440038302394784,6.878778203754196,8.634329796597067,1
5.707262597375493,8.096739354596737,10.069501001033789,0
5.956600393096314,8.518969371408346,9.471534268087284,0
3.0378138908718144,4.785942474019326,9.581570614099077,1
5.0970424516969866,4.938156960880871,10.16765417170999,1
7.816043684324061,7.387593026871176,9.393109244853983,0
7.785226919634688,7.335132233032787,7.054953041387961,0
6.8827523228704415,7.140628683082124,10.03000248856671,0
5.26054347364602,3.6144608852420332,9.711579383897467,1
6.969088582395864,8.355717261576016,9.849586845094821,0
4.9876923039911905,5.83464590517942,7.830821563028602,1
8.081485920510204,9.000785925774462,9.449597691913958,0
6.165501664544191,6.79413308817406,9.005778391705293,0
6.10533528515402,5.292173652816117,10.481255792241535,1
5.118606097803677,3.8960260039809995,9.502968713981659,1
7.185535620966555,8.394428030012113,9.725522558253559,0
5.536785136319591,5.938207598094702,9.418713457307101,1
6.128577934405042,7.135170058534412,9.608749082341703,0
7.058307382744084,9.631935848655027,8.598211166168113,0
4.601246700405915,4.5492291585024835,10.082363140097863,1
6.910041567478738,7.036245606089468,10.446528642388543,0
8.30120189178625,7.9958969357847325,9.95806851826606,0
4.532123311235213,4.897019646209119,8.953591665620323,1
5.763920788170827,3.845324581727846,11.25340419950927,1
6.274758380583845,4.29278224233407,10.680508054853778,1
5.8239818490326725,2.0151638637291582,7.599818038397151,1
6.863361900293222,6.6361319753795645,9.260827277189271,0
6.52084290121392,8.35016715882828,9.017164726374089,0
4.941660732326296,5.316529960635418,9.316286669946765,1
7.808844360265682,9.78975468320627,9.451284016040171,0
8.204127526258809,6.056900587697078,7.435071232027376,0
7.094415407246204,6.543309705971934,7.16410095870914,0
6.451719773105692,4.891990131306083,9.307825095172737,1
5.047880106884196,5.5124678211491,9.715680791597281,1
5.568697428864683,6.146830729222215,10.620391414509209,1
4.515104591445034,7.524349922742763,8.430835444254459,0
5.724886135329837,9.00909026267215,9.111972687496529,0
6.02673241475076,8.17516772921807,8.946516307264844,0
8.670729221710925,7.6515288598807025,9.537705087440887,0
4.999395606234092,5.128801694730134,8.821835152817222,1
5.0589934181739755,4.952119643208604,10.398569027594448,1
6.995723745329236,8.698346292614392,7.38814535909221,0
3.7564379939749823,3.186982293745574,11.037060358280444,1
6.406656245757581,8.510307596745257,8.084208150931321,0
3.676828182501071,6.715187299142576,8.826426846361043,1
7.252553060760863,3.989590051299698,8.315045884513964,1
3.3369487225942787,6.636129909907478,11.320057347640265,1
8.18901075705839,5.681571522312594,6.3827099056120655,0
4.721119925069476,5.69345604905402,9.868043211947924,1
6.231669344536743,4.724397736364292,10.33404356906614,1
4.841474899112257,4.498543853706563,9.881047530572612,1
6.322815416019143,4.537238229214648,9.90170823207746,1
4.452436422352629,4.927960382849415,11.641049198722794,1
8.301224837729162,7.687607884808563,8.72877128487974,0
5.055024731915484,3.5592512444938422,11.183870138417966,1
7.988578084408599,7.7571735785258165,8.097168257496218,0
6.242548966596841,7.6373540812325755,9.004767831776313,0
6.984999267502185,7.891767231078936,9.58123827172091,0
7.815600359710878,7.717994097589039,9.049922488067857,0
4.925051479723517,7.114536800226496,10.063345232518131,1
4.349444712077041,5.058193768525195,10.914073013630178,1
5.944292921472675,4.69576340157504,10.381598474444981,1
5.84253862436105,5.000803017811873,12.242874656400627,1
5.4638127674292765,5.554494660893258,10.799216144137842,1
7.722280123634716,6.0012360558266655,9.213025726394855,0
6.412101897498604,8.205689040717813,8.701761350603872,0
4.63994391842655,4.963779972850769,8.516345529974187,1
4.828756162615786,5.405313000421337,10.338823196611052,1
6.1750954805016285,8.14538797545035,8.606857841440318,0
3.636734986817639,4.017867286620008,10.408619769105854,1
5.188425576859569,6.09568751850124,9.785970466844885,1
5.563321655106564,4.170383515869859,8.532847276094145,1
8.562419529492963,7.129198447391939,10.175244992708054,0
8.388779396370268,7.338655756846982,12.030857112372031,0
4.487932417579373,4.8360497867757415,8.589034028388692,1
6.583924455839817,8.631657100990875,10.764285058812558,0
5.017208197125228,5.17541548593356,9.377966716207709,1
6.32686562838203,5.286593064887779,9.782385896575732,1
5.901916854578968,8.758637063021448,9.032615483156677,0
8.0466613849578,6.473113634376286,10.231782187380542,0
4.989789489246998,6.15181106546884,9.919597874383314,1
4.727287333520893,6.832772693072765,9.752792245963633,1
5.733671536416118,4.053719171242106,10.09817191742992,1
8.9865651109424,6.720573843686478,7.6597908240965,0
8.862913089773471,7.357126405080368,9.835058365361148,0
4.711244936084255,4.23791288714547,11.053166157844899,1
2.923308717877325,5.320535590464505,10.541948175827056,1
5.520387172040135,4.608554106150082,10.012355635981026,1
6.7645890419632835,7.228961486671784,8.455754089226472,0
6.741017146599468,8.189293197558658,8.436211265417697,0
6.363004353430647,8.190915484667466,11.100255136478843,0
3.75586018903691,4.06139644319526,9.330359394748221,1
3.6689158619073865,5.61735016778904,11.569187280338745,1
4.9271790765781,3.6565705283779004,9.119954527996954,1
7.718290735754342,9.291188902850877,8.883555851728335,0
5.650194709772543,4.5474751908950415,9.589043152502956,1
7.452713622236363,9.553565221562106,8.823063442774629,0
4.166152090046315,3.0305272839730906,10.737137071871116,1
7.903999174003527,9.575467908572382,10.206607898035568,0
6.133044781567853,7.866306127760655,9.784789191060318,0
4.9908149477486985,5.475760379536333,10.373943372799943,1
6.160011085387753,5.701794119462148,10.456527386472777,0
6.482419474069065,8.211434968991618,6.8217749026744805,0
4.827877289534985,8.190387237274637,7.594772455923731,0
5.3792160993609315,3.7253381794799747,8.86308617793053,1
4.300057108097869,6.590844343727602,9.234319105541031,1
7.057120996082092,7.20045250930824,8.708405404499167,0
6.202803454278925,3.167030656359188,9.511185420593085,1
6.281579043097898,8.074477094923045,11.08974091704949,0
7.822297070318896,8.700099517730365,7.949390640821925,0
6.108090344781291,8.235989981032198,10.082813071571113,0
5.489547101896948,5.641860138170932,10.233037562820039,1
7.503906219189703,9.319725911971926,9.913950814879117,0
6.192293949706504,6.119551568512262,11.231123080530493,1
8.688383782995006,8.237324363963193,6.501787285740337,0
3.471856083227964,4.9338974944265415,10.73156493676263,1
4.126510891248505,5.904619523712595,10.939172671890326,1
4.76465571719496,4.3045491738778825,10.341771507550625,1
5.05606708867516,4.874268343360548,10.049379713088006,1
5.232295390977982,3.1961691112734267,9.36309726468956,1
8.919168758793532,8.477894556038335,8.920259756460208,0
3.3173288696914844,5.606601643722463,10.381722533167677,1
7.3268129791190555,6.839556806130563,10.523096713927984,0
5.4711544272876385,4.945372391475932,9.596614657460583,1
4.87758805818466,3.9060499160650286,8.878686304942976,1
7.134048196554623,9.202054862199706,9.284748110849058,0
6.04909074894923,7.295649668476541,8.954133313930232,0
5.530842806684995,4.8050694433868815,7.352319368593667,1
5.551008451477955,8.779491866052211,7.913699092789108,0
2.589797866840117,5.261754302949164,9.184007706620813,1
7.169382433058668,8.740556451096275,8.046299398192065,0
4.699346562570608,4.653040632682491,8.914646554654468,1
6.647750153506482,6.85748180197786,8.650657277587122,0
6.308339248274691,7.603246473144023,8.3128272998804,0
8.266866564398182,7.87474576109865,8.587005661907371,0
7.036197462760435,10.029997487440461,8.365595289699154,0
4.1127358871306665,5.517634097863364,9.208925706056956,1
4.735936839632253,3.5677949086089766,9.899891163301955,1
3.8292980420547273,6.1243187518629325,11.973837760439089,1
3.5155929218503594,5.431884448653627,11.267851686913476,1
7.1811690894788205,7.208466234520417,10.99220473567746,0
8.096848147856141,9.636115122159953,9.42705853717418,0
4.529156690122678,4.470324631175339,9.783824318583358,1
2.844674939258662,3.6932753401278013,9.335686336882226,1
4.423851558014055,6.117409530901093,9.178630096959276,1
8.152599135010604,7.775764227876501,8.673938694239864,0
7.354602052112828,7.78762671450938,7.225404011775167,0
5.224259261180471,3.4812063437558285,9.263876210645405,1
3.3432455689427836,4.953284943035437,9.472967214421164,1
4.996807429171221,5.4820061898823464,9.57889877122381,1
5.893818858196877,6.837915989836817,10.584678526336203,1
6.667005937720022,6.764750004069649,8.0150714944054,0
3.1486149310337903,5.209875833392042,8.393264120470894,1
4.463820260037048,4.263302769352291,10.03766467904138,1
